stock_id,mean_QLIKE,median_QLIKE,mean_MSE,median_MSE,mean_spread,n_sessions
1,0.04249231374502083,0.01664497181081137,8.433094458326012e-08,2.0122293186355756e-08,0.0007198062113159857,3830
