mean_time_id_QLIKE,median_time_id_QLIKE,mean_time_id_MSE,median_time_id_MSE,mean_fold_QLIKE,mean_fold_MSE,num_time_ids
0.04249231374502083,0.01664497181081137,8.433094458326012e-08,2.0122293186355756e-08,0.04249231374502082,8.433094458326011e-08,3830
