time_id,AIC,BIC,converged,quality_ok,gamma,delta,beta
652,-19.65138769367305,-14.695036285957581,True,True,1.700184395201438,-2.127431568718784,0.006398858951729776
659,-0.47520524047987855,4.4811461672355914,True,True,-0.07187326032285696,-0.5144933214998032,2.1565051182946854e-12
675,76.54213241856999,81.49848382628545,True,False,,,
697,185.3016404380109,190.25799184572637,True,False,,,
709,21.319221368972375,26.275572776687845,True,True,-1.3342100264721408,-3.8853580479619105,0.02729640873329188
725,17.55322212508482,22.50957353280029,True,True,-1.0702007727642797,1.9504621871362997,0.494877214045981
728,27.992102252402194,32.948453660117664,True,True,-0.8825581398907183,0.25748940531361436,0.31815433124565545
735,,,False,False,,,
745,-15.452865709895462,-10.496514302179992,True,True,3.443230135155994,-2.0546727392689363,0.12055294986781992
746,,,False,False,,,
748,18.088928650336598,23.045280058052068,True,True,-0.3922577464937465,0.8753102716552021,0.33480600505017566
753,-40.92419983408946,-35.96784842637399,True,True,0.8112853513239388,-1.8200173900893082,0.2695858245192014
785,48.00221096909032,52.95856237680579,True,True,-1.1843796304437018,-0.7132752995016063,1.1754389807361812e-15
817,211.98264827773693,216.9389996854524,True,False,,,
840,-23.468113103051024,-18.511761695335554,True,True,0.338537516552752,1.372663426518703,0.4284146609451431
841,3.7709726633729073,8.727324071088377,True,False,,,
852,-8.340802656401664,-3.3844512486861937,True,True,0.346346451763306,0.9345729256506503,1.4907281505437696e-20
854,,,False,False,,,
868,56.73150667539179,61.68785808310726,True,True,-0.8999954918898571,-2.5371300120548006,0.4043993044224678
886,33.92664498660454,38.88299639432002,True,False,,,
895,-6.4644055165177186,-1.5080541088022485,True,True,1.4420913864238556,-0.23256077759763102,0.20936744330199383
904,18.43254576493112,23.38889717264659,True,False,,,
908,0.7764251890709097,5.73277659678638,True,True,0.2570806542012329,-1.3165786615814155,0.012824556719170975
947,-3.1503422768105764,1.8060091309048936,True,True,-0.022996671208084976,1.4490772880747649,0.010547945372774373
951,,,False,False,,,
957,-20.306784169865594,-15.350432762150124,True,True,3.221735661686133,-0.4981834798731523,0.460822554220647
969,35.11938154715764,40.075732954873104,True,True,-0.5600421997401084,1.3576356806985204,0.0
985,-12.639144439161,-7.682793031445531,True,True,-1.604373078548928,-2.8015713372768394,0.6898571029502516
991,-15.156929514904743,-10.200578107189273,True,True,-0.592947232139445,-0.8601140440907252,0.38988973791854337
1000,-0.7695313792693312,4.186820028446139,True,True,-0.15489844116624735,-0.028723660424450362,0.552036170736891
1011,-12.790312656117543,-7.833961248402073,True,True,1.5211201166601744,0.5727339047024628,0.03578566314946592
1016,,,False,False,,,
1020,-23.97624160051805,-19.01989019280258,True,True,-2.7865748952675027,-0.7442936037829386,0.4459951623149389
1022,-6.781545887324718,-1.825194479609248,True,True,-0.5247890278181614,1.3991960844330167,0.0031664091954967176
1028,189.1267165103368,194.08306791805225,True,False,,,
1037,19.16355065527872,24.11990206299419,True,True,-0.22197294871055417,1.898073510939253,0.03322680947295833
1040,-26.976335359253902,-22.019983951538432,True,False,,,
1057,,,False,False,,,
1063,36.10622850534517,41.062579913060645,True,True,0.5307611561848237,-1.326785585655532,0.30046704952746306
1070,4.045486764916703,9.001838172632173,True,True,-1.2897362607907983,-1.6149381103231524,0.09810170594836101
1075,,,False,False,,,
1100,134.23035476941632,139.18670617713178,True,False,,,
1107,-22.02897031943266,-17.07261891171719,True,True,-1.475099550522417,4.808927707951648,0.2132127681460307
1119,196.48407920181555,201.440430609531,True,False,,,
1125,3.791860750608498,8.748212158323968,True,True,-0.6499861672991215,-4.613173578905359,0.2722651014615839
1128,-12.958116026113501,-8.001764618398031,True,True,-0.8691049316019955,2.3324809891710228,3.5506104949819065e-15
1135,13.390889859961808,18.347241267677276,True,True,1.2246894898871812,-3.628044569385092,0.39719282307784
1142,12.909136872461094,17.865488280176564,True,True,-0.07708293346872579,-2.6048245932952843,0.008587622414451622
1149,-13.51751110706114,-8.56115969934567,True,False,,,
1158,,,False,False,,,
1161,15.197631174159365,20.153982581874835,True,True,2.840054299227981,-3.9050948916686967,0.3626084039010757
1173,18.618669875423322,23.57502128313879,True,False,,,
1176,-11.12183401431668,-6.165482606601209,True,True,0.19399049088846793,-0.6617385212090361,0.006188518247331186
1178,-13.331170540583678,-8.374819132868208,True,True,-0.6117376740369298,2.444291507833921,0.12461310640267355
1191,15.994058157278971,20.95040956499444,True,True,3.8957316395051143,-2.581172895998803,0.07992130585183617
1198,21.67392357732198,26.63027498503745,True,True,-1.4266526182913548,-1.5056482942728948,0.5004659631313703
1205,3.3092249689046493,8.26557637662012,True,False,,,
1209,28.02076657985652,32.97711798757199,True,True,-0.7204730355734449,3.266929254199862,3.00604480194288e-11
1213,-38.3593359009706,-33.40298449325513,True,True,3.4585307251129045,-1.2085778442411677,0.4457819475380938
1215,,,False,False,,,
1219,11.760979114049526,16.717330521764996,True,True,0.2938428746693717,-0.3747518663420432,0.9982820997598792
1227,22.072196690243793,27.02854809795926,True,False,,,
1235,185.50292985845533,190.4592812661708,True,False,,,
1239,-13.631888447386665,-8.675537039671195,True,True,1.0839806666455136,2.3029422077844686,0.08741160235565615
1242,-0.06545068362040851,4.8909007240950615,True,True,-4.741855519877882,-0.2298718302535414,0.00816297970075941
1247,-3.22269081283396,1.7336605948815098,True,True,-0.3146960430278037,-0.7309341117265031,0.0
1249,189.8137510122996,194.77010242001506,True,False,,,
1264,14.35432424500778,19.310675652723248,True,True,0.22182849362536533,2.5919473606063566,0.25631677473205294
1269,172.5306355323322,177.48698694004767,True,False,,,
1273,27.008094542678432,31.964445950393902,True,True,1.0654708295062512,0.8920009059700141,0.155972967246947
1274,2.8997004572589837,7.856051864974454,True,True,1.2960946393413468,2.7602463948025595,0.008257034633952916
1280,4.903165704262445,9.859517111977915,True,True,0.9480940187071386,-3.967542079293161,1.0787061403705023e-11
1289,145.55198463813431,150.50833604584977,True,False,,,
1291,218.27601442499954,223.232365832715,True,False,,,
1292,-4.505685261689262,0.450666146026208,True,True,0.396292007562773,-2.886741010510183,0.22893448906102357
1302,-12.326966867904574,-7.370615460189104,True,True,-1.3310762841620098,-2.2185939520492606,0.022086751638312384
1310,,,False,False,,,
1321,28.42988543837478,33.38623684609025,True,True,1.3261526940172599,-0.567582770253014,0.49979633353780945
1322,2.705836041392452,7.662187449107922,True,True,-4.08033116314892,-2.506962005704388,0.04160155328373326
1326,-20.220520235082454,-15.264168827366984,True,True,0.11393427685152045,-1.5360530988958672,0.11716055870035935
1348,196.75561224267798,201.71196365039344,True,False,,,
1350,-15.230999422013817,-10.274648014298347,True,True,-0.2756458528021503,4.758637723435261,0.13566436514588906
1359,,,False,False,,,
1363,-38.834616490485914,-33.87826508277044,True,True,2.2755317613546002,1.4182790101096836,0.054281442767086956
1365,-8.668779915797419,-3.712428508081949,True,True,-1.0334206286736736,0.6931951295593645,0.10658359942759221
1377,42.188553313094616,47.14490472081009,True,True,-0.04519809420806654,-1.3062254751969025,0.10358963702541282
1380,-15.20871267773635,-10.25236127002088,True,True,-4.944144034916378,1.8058172354130988,0.00032815668705056837
1392,10.203152063880218,15.159503471595688,True,True,-0.5376234483953933,2.219391882994961,5.174964799149317e-16
1404,7.744106032325556,12.700457440041026,True,True,-0.037793701168312856,-1.8423099654435187,0.054713494655812316
1408,14.772648998938227,19.729000406653697,True,True,-0.7514864145405581,0.08461375221075897,0.9617672356392456
1416,-36.034369966053035,-31.078018558337565,True,True,-1.5570191943656313,-0.47625476487821217,0.06490554617966253
1417,,,False,False,,,
1427,4.238839415432146,9.195190823147616,True,True,0.5783783105165903,2.8729993710820305,0.3903588727402045
1430,-10.542818409435629,-5.586467001720159,True,False,,,
1433,,,False,False,,,
1459,234.76601365766138,239.72236506537683,True,False,,,
1462,9.793170095659683,14.749521503375153,True,True,0.23473291039641606,-0.007457252546367092,0.7083863034801864
1463,56.198192380553,61.15454378826847,True,True,0.30512555728491314,-1.0539452634525655,0.6562638642642066
1464,189.55279306534698,194.50914447306243,True,False,,,
1468,-3.168859453331809,1.7874919543836612,True,True,1.799658742710335,1.8304109562644084,0.4959919789663641
1471,-2.496018935070907,2.460332472644563,True,False,,,
1477,180.54091937543777,185.49727078315323,True,False,,,
1481,,,False,False,,,
1501,30.632494975378172,35.58884638309364,True,True,0.5659127888825246,-1.5152733370978329,0.000685446688418753
1513,-3.8730630585492243,1.0832883491662457,True,False,,,
1521,8.51965462130289,13.47600602901836,True,True,0.8662208992749367,-1.642006063903938,0.49044899566518235
1524,203.15535813700743,208.11170954472288,True,False,,,
1529,10.23579361410163,15.1921450218171,True,True,0.037328026409504625,-2.2426709954829365,2.085705091602969e-06
1532,-2.3396054965361195,2.6167459111793505,True,True,1.971076745088328,2.1337595867511827,0.04171504209633403
1536,20.072943304205086,25.029294711920556,True,True,-0.9081292358684313,2.436893669152015,2.2162341617057745e-18
1541,8.170359477771697,13.126710885487167,True,True,-2.4702250643500547,4.311461179017601,0.2807859810897297
1544,18.07452966271152,23.030881070426993,True,True,0.24365884366350124,-1.5686950531061388,0.8437366835079134
1551,198.29432967987938,203.25068108759484,True,False,,,
1563,15.714919894070096,20.671271301785566,True,True,-0.15969197197012813,2.467495965246451,0.1416518641808751
1565,31.83464553207779,36.79099693979326,True,True,0.1901960020818849,0.8210145391311297,0.5364680090386175
1581,,,False,False,,,
1587,-25.827349785529606,-20.870998377814136,True,True,0.4617999733400878,0.5499867176947365,0.2971249054314721
1600,-12.664682617716739,-7.708331210001269,True,True,-1.6683953421118871,1.9138151155904757,1.185376203303718e-17
1640,20.61413179099715,25.57048319871262,True,False,,,
1651,-11.077308469194225,-6.120957061478755,True,True,-0.024587509193238502,-1.8579497749612937,0.06557572373527122
1658,-27.57466733204018,-22.61831592432471,True,True,0.757015842528225,0.7519346988587524,0.008665394321158197
1663,,,False,False,,,
1674,-15.604151715761265,-10.647800308045795,True,True,2.5227951502794936,-1.837816291120253,0.2606850960147044
1676,14.001237286390914,18.957588694106384,True,True,-0.0868137679712879,-0.5117927038319161,0.7919148136805323
1688,,,False,False,,,
1707,0.6868316557998071,5.643183063515277,True,True,1.6765274952629023,-1.5498741064482644,0.1635408796718408
1712,-9.892746743574012,-4.936395335858542,True,True,-0.5204891620829144,0.6746843226617218,0.0
1719,9.243760604379984,14.200112012095454,True,False,,,
1722,24.878355830023864,29.834707237739334,True,True,0.46003569907103176,0.7068040318774347,0.0001109044475621472
1728,15.412158011565026,20.368509419280496,True,True,-0.8184019042930563,-3.08359716686667,0.5024607980256998
1744,6.609114189482314,11.565465597197784,True,False,,,
1747,-4.986458976778195,-0.030107569062725048,True,True,1.1467580911796915,1.4393918334477365,9.812444697296905e-10
1761,,,False,False,,,
1787,-20.653459859170418,-15.697108451454948,True,True,0.22881500782109787,-1.4924419466296606,0.5232447961118647
1789,-24.772545638463583,-19.816194230748113,True,True,0.8697580234203632,0.8234221806763861,0.12385079089470472
1797,18.67495641129081,23.63130781900628,True,True,0.28687066966490715,0.3383377361123967,0.7795069654094874
1810,-18.57680527077926,-13.62045386306379,True,True,1.5128980070031302,2.3520179121064118,0.5065730627109349
1813,38.85725035891655,43.81360176663202,True,True,-0.3661399247556969,-0.5549409818438651,0.44819069724183086
1816,17.66038758038968,22.61673898810515,True,True,-0.9567968848215329,0.1187136750922703,0.4309720753349466
1820,196.8893909419269,201.84574234964236,True,False,,,
1822,,,False,False,,,
1823,175.9106445870014,180.86699599471686,True,False,,,
1826,-22.869113419765682,-17.912762012050212,True,True,-2.1070843247853457,-0.11014672304538291,0.5205276715120549
1827,16.228911360876836,21.185262768592303,True,True,1.345639276627357,-4.228360764391266,0.00015952997520908457
1841,112190.93401622049,112195.8903676282,True,False,,,
1862,24.20535212995601,29.16170353767148,True,True,0.5594428062271443,1.463413524269415,3.338485615789156e-13
1866,35.95789822839597,40.914249636111435,True,True,0.06903520747559069,4.928423566040629,0.7046545812658835
1870,11.972119680327001,16.92847108804247,True,True,-0.34472787719518455,-1.5469467146427869,0.29643820907181395
1875,3.9078390958475264,8.864190503562996,True,True,-0.6808806142104379,-0.6155006873280091,0.0366439437309524
1876,-0.5373174757992683,4.419033931916202,True,True,-0.37463036240916936,-0.995251234353598,0.5532867145118507
1879,-3.1034922839801524,1.8528591237353176,True,True,-1.6085516053427429,4.199922799765478,0.13407234484274586
1890,-15.567621094116365,-10.611269686400895,True,True,-1.8426586797903637,0.07694971539961828,0.00015860316999047482
1904,-27.498875441898292,-22.542524034182822,True,True,1.6575180214274274,-3.5823656005775613,0.10419135591604843
1909,2.7663300846039416,7.722681492319412,True,True,-0.5932691719779827,0.14106995315840767,0.07990020826011465
1920,-7.766682704515187,-2.810331296799717,True,True,0.23305654474050874,1.4446386220778646,0.312818544320621
1923,15.202818498343433,20.159169906058903,True,True,-1.5732369778084783,-0.6518307659470993,0.20916993393045102
1930,168.79421133570784,173.7505627434233,True,False,,,
1938,-24.490653073351055,-19.534301665635585,True,True,-3.646345176692368,-0.7638629752435124,2.1676479601965938e-10
1946,,,False,False,,,
1948,5.266260708238114,10.222612115953584,True,True,0.6625942012967734,2.3460300195651236,0.11438886232381022
1956,143.02458315213198,147.98093455984744,True,False,,,
1962,,,False,False,,,
1980,42.8136505519977,47.77000195971317,True,True,0.4684661123190276,-0.24688028516292612,0.6003667073506453
1981,,,False,False,,,
1991,4.596589114846539,9.55294052256201,True,True,-3.847168504451253,-3.8711552297751095,0.2439655509272909
1998,29.496224245009422,34.452575652724896,True,True,0.8853869808954725,0.4949015854926677,0.47803975516708513
2000,8.03699052231044,12.99334193002591,True,True,-0.6168457756283966,3.8243610611682857,0.0
2006,7.477045936668598,12.433397344384069,True,False,,,
2010,12.413244433552544,17.369595841268016,True,False,,,
2014,-18.19841625924834,-13.24206485153287,True,True,1.56931599530642,-2.330562899665195,0.9605518957918309
2018,-20.18699387793204,-15.23064247021657,True,False,,,
2027,20.31082752170807,25.26717892942354,True,True,1.5331174687108156,0.27696178740262606,0.11333947870437543
2037,-3.7765328536475558,1.1798185540679142,True,True,2.220566093889743,-2.0726117348252213,0.25119973815122115
2046,-8.655485313885517,-3.6991339061700472,True,False,,,
2058,4.869975092829279,9.826326500544749,True,True,-2.0232615729744685,2.3317182383073995,1.974272854521013e-05
2075,13.945593674501046,18.901945082216518,True,True,0.8993953801904415,-1.2698494661113304,0.5065910488099961
2076,,,False,False,,,
2077,30.650437204967517,35.60678861268299,True,True,-2.9358530036067947,-0.9974656813246932,0.56016199221416
2085,-10.067612760892995,-5.111261353177525,True,True,2.2165423437832086,2.4136754742330133,7.724436687700704e-06
2086,13.347418265415145,18.303769673130617,True,True,-0.6265202417184577,-0.5298478926087564,0.09932436284299132
2088,-1.1228023658095534,3.8335490419059166,True,True,0.31749971126776044,0.18721944889625539,2.1343726751838563e-16
2104,18.157796615374576,23.114148023090046,True,True,-1.945279883846893,0.3408041526151788,0.11630811705384722
2109,11.111320690509494,16.067672098224964,True,True,-0.2883003749544438,1.8515847357598514,0.07528993586361997
2117,10.726114658090326,15.682466065805796,True,True,-2.750926172907329,-1.6234575015013146,0.4311729985772517
2118,185.92303553706796,190.87938694478342,True,False,,,
2119,4.329652407479523,9.286003815194993,True,True,-0.4690433519496545,3.6308552387493256,3.374757731526007e-19
2125,-7.8002800220176844,-2.8439286143022144,True,True,-2.4370358147966993,-0.13579874200695322,0.19438582986650546
2136,10.93822249268613,15.8945739004016,True,True,-0.16440854100178862,-1.1456824575268938,0.33951325346030237
2139,,,False,False,,,
2146,10.463942632997297,15.420294040712767,True,True,2.1085115356510817,-2.0623478541546825,0.20146226794916697
2169,-19.46589710511342,-14.50954569739795,True,True,-0.37502864252635804,-0.2698646441485184,0.270037197523527
2170,-8.177955635005201,-3.221604227289731,True,True,0.8351017133006475,-3.1074278577852517,0.21762010741859358
2172,10.598422557753704,15.554773965469174,True,True,2.96770337929183,-2.7089142627340452,0.19515101713909472
2174,2.487253493362669,7.443604901078139,True,True,1.8356185564945804,-2.061357138709549,0.19656275601512752
2178,14.805494420926555,19.761845828642024,True,True,-0.04722414325926225,1.5202970664312083,0.07338734956773688
2181,-30.25635953520628,-25.30000812749081,True,True,-0.8771919974283934,-2.265585891410661,8.16774391827779e-17
2183,76.7604323152261,81.71678372294157,True,False,,,
2184,-8.487615344146896,-3.5312639364314258,True,True,0.4893965056294453,0.3817764751584407,0.2363245375743341
2185,13.580468857794353,18.536820265509824,True,False,,,
2193,-5.434662751401159,-0.4783113436856894,True,True,0.21394991820111098,0.019257192602673577,0.3366196742960824
2196,7.254060081712327,12.210411489427797,True,True,-0.971529020366139,-0.09886758986372216,1.4344304241836856e-18
2197,46.304811720269456,51.26116312798493,True,False,,,
2199,21.630970370965155,26.587321778680625,True,True,-0.37800735702308674,-1.5854922080883573,0.28887626049564286
2213,,,False,False,,,
2219,-13.624073664214045,-8.667722256498575,True,True,-0.11679096161024473,3.002856386129644,0.17097587752251173
2239,-21.613057522269465,-16.656706114553995,True,True,0.4915757844738541,-4.3531508051742245,0.9996776430767115
2254,-25.21207691039045,-20.25572550267498,True,True,3.334099213468933,-1.8259422967822914,0.2919228956765976
2259,-38.618426280799476,-33.66207487308401,True,True,-0.05268925322667318,-1.4760271192949734,0.5345433433888401
2267,23.122665610428673,28.079017018144143,True,True,0.6436175198232338,0.1112133939605895,0.8100393900659039
2293,-7.169729316697534,-2.213377908982064,True,True,0.4903194810996666,0.6367607730481624,0.1818626768985056
2303,,,False,False,,,
2312,-9.997933317573807,-5.041581909858337,True,True,2.899965929170711,-2.726877679643132,0.5163361245960155
2329,-12.667149267202348,-7.710797859486878,True,True,0.09591453893804976,0.879792314393602,0.145882617736067
2331,51.13724457812344,56.09359598583892,True,True,-3.8355756394832827,-3.508805526715841,0.8503937828300469
2353,-7.102728150270661,-2.1463767425551907,True,True,-1.006576616268725,-0.6034721339568442,0.2067880585059566
2366,33.30110880674969,38.257460214465155,True,True,-0.15021526648488998,-0.8800856860540459,0.45056588912277823
2385,-12.683206184457163,-7.726854776741693,True,True,3.8692165310409123,0.813486740327554,0.15656029120485537
2390,2.1585274480039907,7.114878855719461,True,False,,,
2392,-5.330680039757585,-0.37432863204211486,True,False,,,
2410,196.10883632010635,201.0651877278218,True,False,,,
2415,-4.332795648172496,0.6235557595429739,True,False,,,
2424,6.928036969070936,11.884388376786406,True,True,-0.9519095159439206,-0.006470963151999305,0.2904797779932215
2433,17.91309611243525,22.86944752015072,True,False,,,
2436,115.90966716420871,120.86601857192419,True,False,,,
2439,28.110057107394052,33.06640851510952,True,True,-0.32169529510494455,0.6543311486512415,0.572927011509516
2440,-25.166585803760455,-20.210234396044985,True,True,2.219925324536833,2.994056508223931,0.9669933079200106
2444,-6.957466404234687,-2.0011149965192168,True,True,0.7460998390020634,-4.537472089098031,0.7711297589760631
2447,11.230853377693942,16.187204785409413,True,True,-0.6724985422536836,2.9689212351112837,0.0012616851687104816
2458,66.18995220190948,71.14630360962495,True,True,-0.41923758169544767,-0.17885792840034337,0.8049850125897205
2463,-1.0781765148225695,3.8781748928929005,True,True,-0.06827627977965683,-2.7869866942589687,2.460175701502226e-18
2466,-5.919601416851908,-0.9632500091364378,True,True,1.5412203060389633,-3.2593665839256487,0.1110634634152413
2468,22.03475882769266,26.99111023540813,True,True,-2.2699923696248194,-1.0538804565797446,1.5987243825635845e-18
2479,269.5709315081324,274.5272829158478,True,False,,,
2489,192.17291520083816,197.12926660855362,True,False,,,
2491,-34.92662623560021,-29.97027482788474,True,True,1.400377748722836,-2.877636666405929,0.16331059627676445
2502,0.12989151371853325,5.086242921434003,True,True,-4.785272555329776,-3.8908723894561628,2.1389813792704673e-18
2507,-12.657368037509656,-7.701016629794186,True,False,,,
2510,,,False,False,,,
2525,-18.064523276263678,-13.108171868548208,True,True,2.136157669815632,-3.779859466265148,0.4400080338845568
2534,-6.8626974411364685,-1.9063460334209985,True,True,-0.11122071551164321,2.442666504423077,0.10488080695626442
2545,15.56694557654657,20.52329698426204,True,True,-1.6316387319616001,2.3170290199036034,0.3237083825332641
2553,,,False,False,,,
2559,19.732316072661657,24.688667480377127,True,True,-0.31161430340852553,1.102561027621674,0.9723284944778633
2566,108.72750870539123,113.6838601131067,True,False,,,
2567,217.17185780417512,222.12820921189058,True,False,,,
2568,-10.007199284543812,-5.0508478768283425,True,True,1.4502402423097684,-0.9868231934408153,0.004238762300021693
2573,-0.45729446930396556,4.4990569384115044,True,True,1.489115175917707,-2.5217880337535474,0.011438185419015865
2582,6.468150523355558,11.424501931071028,True,True,-0.30564248368329155,0.770800148545317,0.07462771291283748
2591,21.203196494217693,26.159547901933163,True,True,-0.15158514096215356,-2.1651381810038495,0.4265919041221473
2593,,,False,False,,,
2600,-6.186078167799728,-1.229726760084258,True,True,0.02617480635804442,1.2642571663997173,0.47323613221868827
2631,186.86101460443626,191.81736601215172,True,False,,,
2643,24.57998152373724,29.536332931452712,True,True,0.10224746727581174,1.106127394890676,0.4712501410392374
2644,172.16260107632138,177.11895248403684,True,False,,,
2656,-4.5062740272650395,0.45007738045043055,True,True,2.128577567343316,2.7365367739842275,0.029895250196408957
2657,20.846496636663847,25.802848044379317,True,True,-0.3578134103638743,1.41024032853439,0.0742226754576569
2659,8.982044159611373,13.938395567326843,True,True,-0.45449464228005565,-0.43436907617331527,0.08644301603579177
2683,1.5878237799056514,6.544175187621121,True,True,1.7735877796443513,-2.6228380315026745,0.27895003798612994
2709,178.10761857016087,183.06396997787633,True,False,,,
2711,22.343157591499853,27.299508999215327,True,False,,,
2717,-1.4736173502157044,3.4827340574997656,True,True,3.7664394276324247,-2.5152026403992798,0.2881904816774552
2718,39.33228863255705,44.288640040272526,True,True,-0.18723180695449607,0.11174267592572916,0.07624851460449802
2740,-15.615062256381414,-10.658710848665944,True,True,3.982598570756784,0.4714377386203594,8.675026494989387e-18
